id1,id2,type
9bb74344-14ea-44bf-b771-71694ad8c4ef,f83ae674-623c-4d6c-8791-9e1738223e05,0fe0e6e7-812f-4c00-b018-2fd9810e7545
1ee08c2c-c121-46ab-ade9-c37b5ac6b3d5,f83ae674-623c-4d6c-8791-9e1738223e05,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f83ae674-623c-4d6c-8791-9e1738223e05,cf8969a5-6c02-4311-80e4-bf2eafafcdea,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f83ae674-623c-4d6c-8791-9e1738223e05,f195ce5d-3465-419d-905d-4c22ad354dc1,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f83ae674-623c-4d6c-8791-9e1738223e05,88f82d93-e346-40f7-8101-c5848bad31a6,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f83ae674-623c-4d6c-8791-9e1738223e05,a5a54bf1-fe71-48f6-ae66-d7909a770ed3,0fe0e6e7-812f-4c00-b018-2fd9810e7545
c3eb2393-dda8-423c-b18e-af78adab2511,6eed7f62-5edb-4bb4-9de6-428309fe441d,a58f7624-cf99-4bb4-b08d-e0fed9fee9a0
9bb74344-14ea-44bf-b771-71694ad8c4ef,41536923-82d8-4702-ba4d-9e159fbdaac8,1ad350fa-fb4b-47e5-8135-6c4a7b9e7816
a5a54bf1-fe71-48f6-ae66-d7909a770ed3,50c30e8a-e491-4243-ac69-00ed98ccebf5,7cd42d89-154b-4764-abf6-77772cc52a03
a5a54bf1-fe71-48f6-ae66-d7909a770ed3,87bf1449-b56a-4db8-aa36-49a42fcc9877,7cd42d89-154b-4764-abf6-77772cc52a03
f195ce5d-3465-419d-905d-4c22ad354dc1,96ffd42a-1154-4954-b18f-6751b9b794d5,7cd42d89-154b-4764-abf6-77772cc52a03
f195ce5d-3465-419d-905d-4c22ad354dc1,253b93eb-fa5c-43df-83cb-80741931b9f6,7cd42d89-154b-4764-abf6-77772cc52a03
aee42ce8-db05-4a14-a500-3207404552b2,32726c82-88cb-4f78-9130-670895bf84e5,9f3f6585-d7c1-4974-87ed-dacbe5a8a6f0
90634dbe-88c5-4839-867b-25f7ce560704,54d85d03-a6c9-44c2-9551-edfefcbd3b51,9f3f6585-d7c1-4974-87ed-dacbe5a8a6f0
31d80dae-0391-4e30-b2c3-9045891d4c1a,da6e2286-aed1-4537-af2a-6e318cba07f2,a7ea96f1-7a01-431a-b9ac-e1bc5d652a85
20c8d1cf-bf41-44e4-be43-0512989f12c0,67b5cd75-d957-4284-bacd-1e5a14757228,7cd42d89-154b-4764-abf6-77772cc52a03
a9ca708f-d692-49c9-ba1a-8128305b7174,77c53c01-188b-4293-bbf9-8cf273835e2d,7cd42d89-154b-4764-abf6-77772cc52a03
32055239-fef8-499c-b523-656a61eb75b5,ab531bf1-d5fe-41f0-b950-71c67c73d96a,7cd42d89-154b-4764-abf6-77772cc52a03
0e7511aa-2f69-4898-a2ef-f6bfce8a1ddf,a0010628-a8ff-4049-ac1d-bbe5329b313b,7cd42d89-154b-4764-abf6-77772cc52a03
341ab492-6925-4897-8ebb-019b6ed2f10c,541d276b-667e-453b-8604-3da39a130dac,0fe0e6e7-812f-4c00-b018-2fd9810e7545
22a224e9-5d84-42ff-949e-b119d565e54f,3d381694-b9ec-4d6b-bb61-2a4abf50ca59,95571074-7a38-4f39-befd-101870843b62
5b149f20-b1c4-4505-8faa-72732566915d,61291949-50b6-4bf6-b34b-a3209cd538d3,95571074-7a38-4f39-befd-101870843b62
5b149f20-b1c4-4505-8faa-72732566915d,ebf881f8-eaeb-41f3-8d2d-4a19b00e8291,a7ea96f1-7a01-431a-b9ac-e1bc5d652a85
5b149f20-b1c4-4505-8faa-72732566915d,ede272a3-af11-4d69-b894-1284fd4c42d8,a7ea96f1-7a01-431a-b9ac-e1bc5d652a85
57273b30-c3fe-4f62-bcec-1906f4a78f57,769c34f4-e160-4adc-acbe-32660259d5e3,7cd42d89-154b-4764-abf6-77772cc52a03
f5c2ce8b-5027-4911-8d0b-c9eb9bf8d2bf,fd642ac4-1274-4e76-bd4d-a7c90fa5d551,95571074-7a38-4f39-befd-101870843b62
d68a2a11-2f7f-4907-9417-56573391010a,333166c6-39f5-4177-b38c-1a48267d69d5,195ccb78-cd73-49a3-b0fd-e4aa1c05e795
2ea2f65c-858c-4c4b-a422-0ac9ee7a57ad,e5b4797b-920f-48a3-a6ce-4e72c6785a39,0fe0e6e7-812f-4c00-b018-2fd9810e7545
a6d74bb3-510c-44f4-87d8-a37238cf9477,963ba066-c880-42ca-99a3-7cd44df384db,95571074-7a38-4f39-befd-101870843b62
158a8030-6f78-4220-afca-9464edf97329,c30a3165-fbfb-4e32-a9a5-9265fbeba36d,0fe0e6e7-812f-4c00-b018-2fd9810e7545
1b35f1cb-8631-490b-b6ec-80d7b12a8784,ef4f0d4b-5ef6-4fa7-bc99-106ba6d4b387,0fe0e6e7-812f-4c00-b018-2fd9810e7545
07a867c2-5e83-4b0e-9811-ef36f3ab6aee,ab733697-9cfd-4e84-bb11-9cf25235e23f,a58f7624-cf99-4bb4-b08d-e0fed9fee9a0
50761a19-6f9e-4e8e-96d0-3221ce3a6e0b,30bc6ed5-d3a1-44ff-bddb-820987bad6c7,7cd42d89-154b-4764-abf6-77772cc52a03
d61a61a6-b1fe-4cf1-bbe5-272e8a703761,34b9eee2-b595-40b8-9a98-e97cb1834957,95571074-7a38-4f39-befd-101870843b62
1c1e4311-3d95-4b0b-8ad6-04467cdfcc89,902a2596-6eea-4b17-84dc-7a58ac590113,95571074-7a38-4f39-befd-101870843b62
4c5e4bcc-43e1-4449-9068-4044f73baac2,ae0bd16f-10e6-451b-bec6-64204aa97b92,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f286e09f-d7c4-40c7-9b51-d76f64f1d5d6,a0c2345d-6322-448e-a0dd-f6e49ad29129,0fe0e6e7-812f-4c00-b018-2fd9810e7545
50761a19-6f9e-4e8e-96d0-3221ce3a6e0b,b74513cb-034b-4d70-901d-2049fa88bca9,7cd42d89-154b-4764-abf6-77772cc52a03
db9766a8-8b93-41e2-be40-6605c4ef17ea,ab36cd38-2b71-4b39-9c19-11c450808117,195ccb78-cd73-49a3-b0fd-e4aa1c05e795
d238a09f-b38b-4ab2-873a-425e32a7f40b,192c3107-47b8-4609-a674-e7edd60691f3,7cd42d89-154b-4764-abf6-77772cc52a03
4c5e4bcc-43e1-4449-9068-4044f73baac2,7c3adc21-c5df-40ad-b4dd-de513b58efaa,75a5c8fc-7007-4298-89ef-6cdb392caa95
f023abb4-39c0-43a8-bbc8-0b24672ee2a2,ddad16d9-3371-45fd-96ff-68367935afb6,7cd42d89-154b-4764-abf6-77772cc52a03
4c5e4bcc-43e1-4449-9068-4044f73baac2,c1db0b94-bb72-433f-ad3f-5397f9607f48,75a5c8fc-7007-4298-89ef-6cdb392caa95
d238a09f-b38b-4ab2-873a-425e32a7f40b,d070c110-b30f-4720-a6ab-9b8e863ad1c3,75a5c8fc-7007-4298-89ef-6cdb392caa95
4304b0b1-22d9-47fe-966c-1c2b96406080,ab86941a-53cc-4a11-8ea6-4e4b0fc49515,95571074-7a38-4f39-befd-101870843b62
e5daaf3a-c48e-45e5-be36-b565ad8b148e,5715b0c4-ab1b-4bef-a3a7-6bf3cf67ed76,95571074-7a38-4f39-befd-101870843b62
75a66e3c-e960-4c96-a92f-7cbedc2680b8,e4a22683-050f-4c17-9ebf-565a20d0dabb,0fe0e6e7-812f-4c00-b018-2fd9810e7545
5ac270e2-0e5b-47f0-ba37-f8782315ce82,5b96646f-5d06-4dbf-a7cb-c4b23ff2fef9,95571074-7a38-4f39-befd-101870843b62
d0a5e7c7-39e2-4d93-8f75-22da4abda814,755e2fd9-7c84-4e08-a052-a5e214068733,0fe0e6e7-812f-4c00-b018-2fd9810e7545
e5daaf3a-c48e-45e5-be36-b565ad8b148e,36f7613b-e45c-4e3e-810c-4741eaf36308,95571074-7a38-4f39-befd-101870843b62
568cb7ea-205f-4673-8cb1-6d97bf03803c,ab7c4c10-cbbd-4983-8ebe-55eb6b3b543e,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f551affd-5726-4897-9d0e-a234e5e64e90,a6aaeb44-c5e2-4588-8b89-b16f172ffd6c,95571074-7a38-4f39-befd-101870843b62
0190ffd9-3f09-4cca-b1d0-2d6bb7f461be,5a262f43-4e60-4025-b530-f29a1cc140cc,7cd42d89-154b-4764-abf6-77772cc52a03
b7b64d15-a2da-45c4-a718-90a44c6f669b,1bfe9964-49c3-4931-8080-52b958eb9763,95571074-7a38-4f39-befd-101870843b62
8eef314d-f87d-444f-8bc2-c2627fade1f1,14850712-dc64-4fa1-90cf-3c71846a36dc,7cd42d89-154b-4764-abf6-77772cc52a03
58b0d679-223d-4670-9310-399bda5b174d,89e4e919-9806-435d-a97a-b3909683779f,0fe0e6e7-812f-4c00-b018-2fd9810e7545
5bd1dd00-5a5b-426a-b89c-35c732b85f07,7b694e01-5f97-47e5-9ae2-a54c58fce43a,95571074-7a38-4f39-befd-101870843b62
f83ae674-623c-4d6c-8791-9e1738223e05,192c1ce0-250e-44ee-a7c6-58c4ce2f8ec6,95571074-7a38-4f39-befd-101870843b62
f83ae674-623c-4d6c-8791-9e1738223e05,692e2936-7703-4c12-88a7-585db27d801e,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f83ae674-623c-4d6c-8791-9e1738223e05,4c16e604-8df6-42dc-a022-68c944fa40b3,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f83ae674-623c-4d6c-8791-9e1738223e05,6471118d-35f7-439c-8f61-d353be9c8c78,7cd42d89-154b-4764-abf6-77772cc52a03
f83ae674-623c-4d6c-8791-9e1738223e05,676a3d68-390c-414c-b3bd-8be3781d84d8,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f83ae674-623c-4d6c-8791-9e1738223e05,0f648178-55ff-48ac-a8a1-971544a1d637,0fe0e6e7-812f-4c00-b018-2fd9810e7545
f83ae674-623c-4d6c-8791-9e1738223e05,0e02b112-398e-448c-b41f-f0f6fc340da9,0fe0e6e7-812f-4c00-b018-2fd9810e7545
4c16e604-8df6-42dc-a022-68c944fa40b3,8e0b2259-cb88-4498-9207-d53dc60465eb,0fe0e6e7-812f-4c00-b018-2fd9810e7545
0f648178-55ff-48ac-a8a1-971544a1d637,fb592a73-969d-42f3-81c7-d8493d447d9f,195ccb78-cd73-49a3-b0fd-e4aa1c05e795
0f648178-55ff-48ac-a8a1-971544a1d637,affc7c25-0d0c-4c27-a269-341c022b8ec0,0fe0e6e7-812f-4c00-b018-2fd9810e7545
6471118d-35f7-439c-8f61-d353be9c8c78,e9382813-83f3-4121-a7e0-43feee7f33be,0fe0e6e7-812f-4c00-b018-2fd9810e7545
6471118d-35f7-439c-8f61-d353be9c8c78,971481f7-4217-4d0c-bcf3-f807b552c635,0fe0e6e7-812f-4c00-b018-2fd9810e7545
6471118d-35f7-439c-8f61-d353be9c8c78,f3140af3-36d7-44f0-8183-c29680af9ec9,0fe0e6e7-812f-4c00-b018-2fd9810e7545
d88af7a7-824a-40ac-a9d6-e212c3697e8f,fb79657c-829f-4bbf-a56c-6b8dbe255450,7cd42d89-154b-4764-abf6-77772cc52a03
66a955ef-dd24-4f10-bed1-f3c636917d8d,2716b7cc-f5e7-4a67-9a5b-b4a1fcd66402,0fe0e6e7-812f-4c00-b018-2fd9810e7545
808a4d60-0190-4fd5-8b95-4900419919a4,70baa4df-7cfb-4b88-809a-e25e3d120cdb,95571074-7a38-4f39-befd-101870843b62
1c1e4311-3d95-4b0b-8ad6-04467cdfcc89,a5b9c4b0-3b43-40e7-be9a-7b107957e353,95571074-7a38-4f39-befd-101870843b62
b0416da8-30b3-412a-8e6c-2dbaf678d6b0,f07547c9-7eae-46a6-bb11-1e4939420ee4,95571074-7a38-4f39-befd-101870843b62
